id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,chiffre_affaires,marge_brute_est,profit_net_est,mois,indicateur_retour,nombre_commandes_par_client,CLV_simplifie
CMD100819,2025-08-21,C1712,Cotonou,Mode,Produit_Mode_50,46.58,3,0.16,7.89,Mobile Money,Email,1.34,livrée,117.3816,46.95264,37.72264,2025-08,0,3,601.6734
CMD100820,2025-07-28,C0040,Kinshasa,Mode,Produit_Mode_40,43.54,1,0.12,4.98,Paiement à la livraison,Instagram Ads,6.68,livrée,38.3152,15.32608,3.666079999999999,2025-07,0,19,5416.1631
CMD100821,2025-07-02,C1108,Lomé,Électronique,Produit_Électronique_24,287.3,2,0.0,6.7,Paiement à la livraison,Email,1.06,livrée,574.6,229.84000000000003,222.08000000000004,2025-07,0,5,3553.9242
CMD100822,2025-12-06,C0294,Kinshasa,Mode,Produit_Mode_12,35.37,3,0.09,6.2,Paiement à la livraison,Email,0.66,livrée,96.56009999999999,38.62404,31.764039999999998,2025-12,0,13,2465.1682
CMD100823,2025-11-08,C0113,Abidjan,Maison,Produit_Maison_4,35.82,2,0.05,9.42,Mobile Money,Email,0.74,livrée,68.05799999999999,27.2232,17.0632,2025-11,0,12,2157.482
CMD100824,2025-11-12,C0979,Dakar,Mode,Produit_Mode_33,48.65,2,0.21,6.14,Carte,Instagram Ads,7.73,livrée,76.867,30.746800000000004,16.876800000000003,2025-11,0,1,76.867
CMD100825,2025-09-27,C0351,Douala,Mode,Produit_Mode_45,60.03,2,0.08,2.17,Carte,Instagram Ads,5.41,livrée,110.4552,44.182080000000006,36.60208,2025-09,0,13,6523.7305
CMD100826,2025-11-10,C0352,Abidjan,Beauté,Produit_Beauté_25,26.54,2,0.01,5.92,Mobile Money,Influenceur,14.62,retournée,52.5492,21.01968,0.4796800000000019,2025-11,1,14,7955.634999999999
CMD100827,2025-11-26,C0185,Abidjan,Beauté,Produit_Beauté_12,30.21,2,0.08,9.6,Virement,Email,0.56,livrée,55.586400000000005,22.234560000000002,12.074560000000002,2025-11,0,14,2640.5622
CMD100828,2025-11-18,C0137,Kinshasa,Électronique,Produit_Maison_24,93.9,3,0.08,4.21,Virement,Influenceur,17.19,livrée,259.16400000000004,103.66560000000003,82.26560000000003,2025-11,0,14,3354.6733999999997
CMD100830,2025-10-11,C0092,Dakar,Beauté,Produit_Beauté_7,20.17,1,0.24,3.81,Mobile Money,Instagram Ads,8.29,livrée,15.329200000000002,6.131680000000001,-5.9683199999999985,2025-10,0,16,4489.4242
CMD100831,2025-09-08,C1137,Abidjan,Mode,Produit_Mode_13,23.48,2,0.2,8.51,Paiement à la livraison,Instagram Ads,13.74,livrée,37.568000000000005,15.027200000000002,-7.222799999999998,2025-09,0,1,37.568000000000005
CMD100832,2025-08-07,C1512,Lomé,Mode,Produit_Mode_12,21.6,3,0.08,7.74,Carte,Google Ads,7.06,livrée,59.616000000000014,23.846400000000006,9.046400000000009,2025-08,0,3,445.7864
CMD100834,2025-09-03,C0290,Abidjan,Électronique,Produit_Électronique_45,519.37,1,0.07,6.28,Carte,Influenceur,8.0,retournée,483.0141,193.20564000000002,178.92564000000002,2025-09,1,21,3880.9702
CMD100835,2025-08-11,C0130,Dakar,Beauté,Produit_Beauté_29,23.5,2,0.06,5.24,Carte,Google Ads,5.41,livrée,44.18,17.672,7.022,2025-08,0,21,3079.8836
CMD100836,2025-09-24,C0184,Brazzaville,Électronique,Produit_Électronique_23,608.76,3,0.05,7.07,Virement,Email,1.75,livrée,1734.966,693.9864,685.1664,2025-09,0,20,7915.6847
CMD100837,2025-07-06,C0179,Kinshasa,Beauté,Produit_Beauté_37,25.68,3,0.02,9.47,Mobile Money,Google Ads,5.78,livrée,75.49919999999999,30.199679999999997,14.949679999999994,2025-07,0,17,4715.2451
CMD100838,2025-11-25,C1102,Kinshasa,Mode,Produit_Mode_23,13.05,3,0.12,2.61,Virement,Instagram Ads,7.86,livrée,34.452000000000005,13.780800000000003,3.310800000000003,2025-11,0,3,1333.3909999999998
CMD100839,2025-09-22,C0998,Kinshasa,Électronique,Produit_Électronique_6,396.66,2,0.0,3.45,Paiement à la livraison,Email,0.57,livrée,793.32,317.32800000000003,313.30800000000005,2025-09,0,2,1649.6399999999999
CMD100840,2025-10-06,C0949,Douala,Beauté,Produit_Beauté_41,24.08,3,0.08,7.43,Mobile Money,Influenceur,19.36,livrée,66.46079999999999,26.584319999999998,-0.20568000000000097,2025-10,0,4,889.3694
CMD100841,2025-09-25,C0313,Libreville,Mode,Produit_Mode_6,59.04,3,0.27,9.41,Carte,Instagram Ads,10.12,livrée,129.2976,51.71904,32.18904,2025-09,0,22,5932.3416
CMD100842,2025-08-11,C0160,Kinshasa,Mode,Produit_Mode_46,61.0,3,0.2,7.08,Virement,Google Ads,4.23,livrée,146.4,58.56,47.25,2025-08,0,10,3555.3818
CMD100844,2025-10-01,C1066,Kinshasa,Mode,Produit_Mode_11,38.76,2,0.09,2.12,Paiement à la livraison,Google Ads,3.63,livrée,70.5432,28.217280000000002,22.467280000000002,2025-10,0,7,2345.8107
CMD100845,2025-08-17,C0256,Douala,Beauté,Produit_Beauté_14,31.16,1,0.16,5.21,Carte,Instagram Ads,6.89,livrée,26.1744,10.46976,-1.6302399999999988,2025-08,0,16,1755.7885999999999
CMD100846,2025-08-12,C0048,Cotonou,Beauté,Produit_Beauté_36,29.97,2,0.09,7.5,Paiement à la livraison,Instagram Ads,12.75,livrée,54.5454,21.818160000000002,1.5681600000000024,2025-08,0,14,3114.1757
CMD100847,2025-07-14,C0203,Lomé,Mode,Produit_Mode_7,31.39,3,0.12,7.31,Carte,Instagram Ads,6.46,livrée,82.8696,33.14784,19.377840000000003,2025-07,0,22,3768.5659
CMD100848,2025-09-06,C0172,Dakar,Mode,Produit_Mode_20,21.23,1,0.07,8.77,Paiement à la livraison,Instagram Ads,9.18,livrée,19.7439,7.89756,-10.052439999999999,2025-09,0,19,4054.0521
CMD100849,2025-08-28,C0145,Kinshasa,Beauté,Produit_Beauté_9,17.18,2,0.08,7.35,Mobile Money,Google Ads,5.87,livrée,31.6112,12.644480000000001,-0.5755199999999983,2025-08,0,15,3870.3896999999997
CMD100850,2025-11-12,C0058,Kinshasa,Beauté,Produit_Beauté_21,25.625,1,0.17,4.02,Virement,Instagram Ads,13.47,livrée,21.26875,8.5075,-8.9825,2025-11,0,10,2844.32645
CMD100851,2025-10-30,C0276,Kinshasa,Beauté,Produit_Beauté_9,25.69,3,0.14,5.94,Paiement à la livraison,Instagram Ads,12.13,livrée,66.28020000000001,26.512080000000005,8.442080000000002,2025-10,0,16,4919.5862
CMD100852,2025-12-26,C0302,Libreville,Maison,Produit_Maison_34,68.63,3,0.06,3.66,Paiement à la livraison,Influenceur,16.08,livrée,193.53659999999996,77.41463999999999,57.67464,2025-12,0,17,3137.8332
CMD100853,2025-12-11,C0634,Kinshasa,Mode,Produit_Mode_35,28.9,3,0.28,3.39,Paiement à la livraison,Instagram Ads,10.3,livrée,62.42399999999999,24.9696,11.279599999999999,2025-12,0,2,77.794
CMD100854,2025-08-28,C0904,Dakar,Mode,Produit_Mode_17,59.51,3,0.24,7.21,Paiement à la livraison,Google Ads,6.76,livrée,135.68280000000001,54.273120000000006,40.30312000000001,2025-08,0,3,1138.7262
CMD100855,2025-08-09,C0000,Kinshasa,Maison,Produit_Maison_23,78.1,2,0.26,3.44,Mobile Money,Instagram Ads,7.96,livrée,115.588,46.2352,34.8352,2025-08,0,18,4939.4433
CMD100856,2025-09-12,C0004,Kinshasa,Beauté,Produit_Beauté_49,25.96,1,0.12,6.65,Paiement à la livraison,Instagram Ads,10.05,livrée,22.8448,9.13792,-7.562080000000002,2025-09,0,18,5408.97775
CMD100857,2025-10-31,C0392,Kinshasa,Beauté,Produit_Beauté_39,17.06,3,0.24,2.45,Virement,Instagram Ads,9.93,livrée,38.89679999999999,15.558719999999997,3.1787199999999984,2025-10,0,16,3890.0539000000003
CMD100858,2025-08-29,C1122,Kinshasa,Électronique,Produit_Électronique_36,339.44,3,0.03,3.88,Paiement à la livraison,Influenceur,19.98,livrée,987.7703999999999,395.10816,371.24816,2025-08,0,4,2861.6054
CMD100859,2025-10-20,C0083,Abidjan,Beauté,Produit_Beauté_25,26.02,1,0.05,8.73,Paiement à la livraison,Google Ads,4.98,livrée,24.718999999999998,9.887599999999999,-3.822400000000002,2025-10,0,12,3043.891
CMD100861,2025-12-14,C1656,Abidjan,Beauté,Produit_Beauté_5,24.05,2,0.0,2.24,Mobile Money,Google Ads,4.88,livrée,48.1,19.240000000000002,12.120000000000001,2025-12,0,2,116.4588
CMD100862,2025-08-16,C0056,Dakar,Maison,Produit_Maison_18,92.77,1,0.02,7.8,Paiement à la livraison,Google Ads,4.49,livrée,90.9146,36.36584,24.07584,2025-08,0,18,4116.5822
CMD100863,2025-12-27,C0384,Kinshasa,Électronique,Produit_Électronique_4,410.89,2,0.23,6.5,Mobile Money,Instagram Ads,5.7,livrée,632.7706,253.10824,240.90824,2025-12,0,18,6202.8724
CMD100864,2025-11-14,C0052,Kinshasa,Électronique,Produit_Électronique_46,432.67,2,0.1,7.31,Mobile Money,Instagram Ads,13.59,livrée,778.806,311.52240000000006,290.6224000000001,2025-11,0,19,3273.3576
CMD100865,2025-10-21,C0476,Dakar,Mode,Produit_Mode_32,43.08,1,0.16,4.26,Carte,Email,0.89,livrée,36.1872,14.474879999999999,9.324879999999999,2025-10,0,5,1739.3031999999998
CMD100866,2025-08-25,C0159,Abidjan,Beauté,Produit_Beauté_24,20.12,1,0.28,2.85,Paiement à la livraison,Instagram Ads,13.15,livrée,14.4864,5.794560000000001,-10.20544,2025-08,0,20,5692.7441
CMD100867,2025-10-27,C0064,Abidjan,Électronique,Produit_Électronique_4,443.5,2,0.24,6.03,Mobile Money,Instagram Ads,6.06,livrée,674.12,269.648,257.55800000000005,2025-10,0,11,3810.7725
CMD100868,2025-09-07,C0146,Abidjan,Mode,Produit_Mode_13,27.51,3,0.2,2.76,Mobile Money,Email,0.61,livrée,66.024,26.4096,23.0396,2025-09,0,17,5974.282899999999
CMD100869,2025-09-03,C1696,Brazzaville,Maison,Produit_Maison_25,141.19,1,0.17,6.36,Mobile Money,Instagram Ads,5.89,retournée,117.18769999999999,46.87508,34.62508,2025-09,1,2,223.6187
CMD100870,2025-10-22,C0017,Kinshasa,Mode,Produit_Mode_34,53.86,3,0.21,9.73,Carte,Instagram Ads,7.76,livrée,127.64819999999999,51.05928,33.56928,2025-10,0,8,843.7151999999999
CMD100871,2025-12-18,C0968,Abidjan,Maison,Produit_Maison_21,179.18,2,0.09,9.47,Virement,Email,1.98,livrée,326.10760000000005,130.44304000000002,118.99304000000002,2025-12,0,3,664.3984
CMD100872,2025-08-10,C0086,Cotonou,Mode,Produit_Mode_17,17.72,1,0.2,8.29,Carte,Google Ads,4.05,livrée,14.176,5.670400000000001,-6.669599999999998,2025-08,0,8,1967.8397999999997
CMD100873,2025-11-01,C0406,Kinshasa,Électronique,Produit_Électronique_43,397.8,1,0.06,7.87,Carte,Instagram Ads,9.7,livrée,373.932,149.5728,132.0028,2025-11,0,4,2665.7105
CMD100874,2025-08-25,C0483,Dakar,Mode,Produit_Mode_1,68.93,1,0.26,2.09,Virement,Influenceur,15.36,livrée,51.0082,20.403280000000002,2.953280000000003,2025-08,0,2,185.46820000000002
CMD100875,2025-08-12,C1197,Cotonou,Mode,Produit_Mode_1,40.7,1,0.15,4.7,Mobile Money,Google Ads,3.26,livrée,34.595,13.838000000000001,5.878000000000002,2025-08,0,3,248.08979999999997
CMD100876,2025-07-11,C0353,Dakar,Beauté,Produit_Beauté_24,27.9,1,0.09,8.14,Mobile Money,Instagram Ads,9.21,livrée,25.389,10.1556,-7.194400000000002,2025-07,0,22,5321.0074
CMD100877,2025-07-23,C0255,Abidjan,Beauté,Produit_Beauté_49,26.12,2,0.0,3.94,Virement,Google Ads,5.49,livrée,52.24,20.896,11.466,2025-07,0,13,4053.4647999999997
CMD100878,2025-12-08,C0182,Kinshasa,Mode,Produit_Mode_9,30.84,2,0.14,8.87,Carte,Email,0.53,livrée,53.0448,21.217920000000003,11.817920000000004,2025-12,0,19,5478.107
CMD100879,2025-11-02,C0285,Abidjan,Mode,Produit_Mode_29,47.59,3,0.3,3.52,Virement,Instagram Ads,13.6,livrée,99.93900000000001,39.97560000000001,22.855600000000003,2025-11,0,14,3295.1402000000003
CMD100881,2025-07-11,C0224,Abidjan,Beauté,Produit_Beauté_13,19.71,1,0.1,5.87,Paiement à la livraison,Instagram Ads,14.36,livrée,17.739,7.095600000000001,-13.1344,2025-07,0,13,3907.8471
CMD100882,2025-11-23,C0178,Abidjan,Beauté,Produit_Beauté_18,22.43,1,0.08,9.64,Paiement à la livraison,Email,0.98,livrée,20.6356,8.254240000000001,-2.3657599999999994,2025-11,0,19,7017.5565
CMD100883,2025-12-01,C1135,Dakar,Mode,Produit_Mode_29,25.68,2,0.28,8.96,Mobile Money,Instagram Ads,14.17,livrée,36.9792,14.79168,-8.338320000000001,2025-12,0,4,1523.9499999999998
CMD100884,2025-09-14,C1109,Dakar,Mode,Produit_Mode_50,64.05,2,0.16,6.64,Carte,Google Ads,3.8,livrée,107.60399999999998,43.041599999999995,32.6016,2025-09,0,6,1084.6709
CMD100885,2025-12-11,C0375,Kinshasa,Maison,Produit_Maison_40,48.47,3,0.03,9.7,Carte,Email,0.61,livrée,141.0477,56.41908,46.109080000000006,2025-12,0,17,2532.1169999999997
CMD100886,2025-10-02,C0489,Abidjan,Mode,Produit_Mode_43,31.64,3,0.26,6.26,Carte,Instagram Ads,9.27,livrée,70.24080000000001,28.096320000000006,12.566320000000008,2025-10,0,2,286.8432
CMD100887,2025-11-15,C0388,Lomé,Maison,Produit_Maison_50,107.15,1,0.07,8.92,Paiement à la livraison,Email,1.25,livrée,99.6495,39.85980000000001,29.689800000000005,2025-11,0,15,3797.1679
CMD100888,2025-11-19,C0144,Kinshasa,Mode,Produit_Mode_8,38.61,2,0.17,8.16,Virement,Email,0.91,livrée,64.09259999999999,25.63704,16.56704,2025-11,0,18,3433.0298
CMD100889,2025-07-25,C0034,Dakar,Mode,Produit_Mode_12,22.15,1,0.09,5.66,Mobile Money,Instagram Ads,8.37,retournée,20.156499999999998,8.0626,-5.9674,2025-07,1,12,2223.7825
CMD100890,2025-07-09,C0248,Cotonou,Électronique,Produit_Électronique_37,506.62,3,0.07,2.26,Carte,Google Ads,6.19,livrée,1413.4698,565.38792,556.93792,2025-07,0,18,6660.048
CMD100891,2025-12-12,C1347,Dakar,Maison,Produit_Maison_4,100.44,3,0.08,2.85,Virement,Google Ads,7.66,livrée,277.2144,110.88576,100.37576000000001,2025-12,0,3,881.3679999999999
CMD100892,2025-10-02,C0367,Lomé,Mode,Produit_Mode_42,29.1,2,0.07,7.26,Mobile Money,Instagram Ads,11.4,livrée,54.126,21.6504,2.990400000000001,2025-10,0,19,6246.6894
CMD100894,2025-11-20,C1823,Douala,Beauté,Produit_Beauté_40,11.46,1,0.01,2.76,Carte,Email,0.56,livrée,11.345400000000001,4.53816,1.2181600000000006,2025-11,0,3,881.874
CMD100896,2025-08-25,C0198,Dakar,Maison,Produit_Maison_35,148.38,2,0.1,4.05,Mobile Money,Google Ads,5.15,livrée,267.084,106.8336,97.6336,2025-08,0,14,2585.2632
CMD100897,2025-10-07,C0269,Kinshasa,Mode,Produit_Mode_36,37.89,1,0.26,6.77,Mobile Money,Instagram Ads,7.52,livrée,28.0386,11.215440000000001,-3.074559999999998,2025-10,0,18,6434.8236
CMD100898,2025-11-20,C0054,Abidjan,Mode,Produit_Mode_44,59.5,2,0.17,5.18,Virement,Influenceur,13.2,livrée,98.77,39.508,21.128000000000004,2025-11,0,22,8080.5377
CMD100899,2025-10-26,C0874,Kinshasa,Mode,Produit_Mode_12,18.98,3,0.09,3.96,Mobile Money,Influenceur,18.24,livrée,51.8154,20.72616,-1.4738399999999992,2025-10,0,1,51.8154
CMD100900,2025-11-18,C0172,Lomé,Maison,Produit_Maison_23,161.6,1,0.01,6.22,Paiement à la livraison,Google Ads,3.22,livrée,159.98399999999998,63.993599999999994,54.553599999999996,2025-11,0,19,4054.0521
CMD100901,2025-09-19,C0166,Cotonou,Beauté,Produit_Beauté_49,16.85,3,0.01,6.17,Paiement à la livraison,Email,1.0,livrée,50.044500000000006,20.017800000000005,12.847800000000005,2025-09,0,16,3332.3668
CMD100902,2025-12-10,C0371,Lomé,Maison,Produit_Maison_37,66.38,1,0.24,4.09,Mobile Money,Instagram Ads,7.05,livrée,50.4488,20.17952,9.03952,2025-12,0,20,6356.9703
CMD100903,2025-11-17,C0392,Abidjan,Électronique,Produit_Mode_24,35.2,3,0.0,2.44,Virement,Google Ads,4.83,livrée,105.60000000000001,42.24000000000001,34.97000000000001,2025-11,0,16,3890.0539000000003
CMD100904,2025-10-24,C0203,Cotonou,Beauté,Produit_Beauté_19,20.82,3,0.1,9.75,Carte,Instagram Ads,14.91,retournée,56.214,22.4856,-2.1743999999999986,2025-10,1,22,3768.5659
CMD100905,2025-11-30,C0069,Kinshasa,Beauté,Produit_Beauté_1,29.02,1,0.06,5.13,Virement,Instagram Ads,8.73,livrée,27.278799999999997,10.91152,-2.948480000000001,2025-11,0,18,5118.5724
CMD100906,2025-09-15,C0439,Kinshasa,Beauté,Produit_Beauté_50,30.14,2,0.05,9.26,Carte,Google Ads,7.74,livrée,57.266,22.9064,5.906400000000001,2025-09,0,6,1358.4146
CMD100907,2025-12-24,C1882,Douala,Mode,Produit_Mode_7,35.95,1,0.2,8.68,Mobile Money,Google Ads,5.23,livrée,28.760000000000005,11.504000000000003,-2.405999999999997,2025-12,0,4,917.4399999999999
CMD100908,2025-07-10,C0079,Lomé,Maison,Produit_Maison_38,111.21,3,0.04,7.42,Virement,Influenceur,17.18,livrée,320.28479999999996,128.11391999999998,103.51391999999998,2025-07,0,17,5125.466
CMD100909,2025-09-02,C0153,Kinshasa,Électronique,Produit_Électronique_37,361.6,1,0.11,6.1,Paiement à la livraison,Instagram Ads,8.31,retournée,321.824,128.7296,114.31960000000001,2025-09,1,17,2599.4456
CMD100910,2025-08-25,C1481,Abidjan,Beauté,Produit_Beauté_12,19.51,3,0.08,5.87,Paiement à la livraison,Google Ads,5.94,livrée,53.8476,21.53904,9.729039999999998,2025-08,0,1,53.8476
CMD100911,2025-11-02,C1412,Douala,Beauté,Produit_Beauté_39,20.91,1,0.01,9.66,Carte,Google Ads,3.33,livrée,20.7009,8.28036,-4.70964,2025-11,0,3,418.9671
CMD100912,2025-12-12,C0374,Abidjan,Électronique,Produit_Électronique_6,392.36,1,0.2,9.63,Paiement à la livraison,Instagram Ads,6.24,livrée,313.88800000000003,125.55520000000001,109.68520000000002,2025-12,0,11,1634.3222999999998
CMD100913,2025-07-15,C0684,Kinshasa,Mode,Produit_Mode_27,19.57,3,0.06,8.55,Paiement à la livraison,Instagram Ads,13.16,livrée,55.1874,22.07496,0.36495999999999995,2025-07,0,4,253.0792
CMD100914,2025-07-31,C0464,Cotonou,Électronique,Produit_Électronique_41,239.19,3,0.02,9.51,Carte,Google Ads,7.67,livrée,703.2185999999999,281.28744,264.10744,2025-07,0,2,1900.8845999999999
CMD100915,2025-12-09,C0156,Kinshasa,Mode,Produit_Mode_35,32.71,1,0.23,2.06,Virement,Influenceur,4.23,livrée,25.186700000000002,10.07468,3.78468,2025-12,0,23,7231.681
CMD100916,2025-11-22,C0257,Kinshasa,Électronique,Produit_Électronique_4,310.12,3,0.0,7.23,Mobile Money,Influenceur,18.28,livrée,930.36,372.144,346.634,2025-11,0,15,3076.00715
CMD100917,2025-12-20,C0804,Kinshasa,Beauté,Produit_Beauté_15,20.55,1,0.06,8.16,Carte,Influenceur,8.98,livrée,19.317,7.726800000000001,-9.4132,2025-12,0,1,19.317
CMD100918,2025-10-19,C0201,Douala,Maison,Produit_Maison_37,156.37,3,0.02,5.68,Paiement à la livraison,Google Ads,7.93,livrée,459.7278,183.89112,170.28112,2025-10,0,15,5725.1528
CMD100919,2025-07-13,C0134,Abidjan,Maison,Produit_Maison_50,60.81,2,0.1,2.97,Paiement à la livraison,Instagram Ads,13.21,livrée,109.45800000000001,43.78320000000001,27.603200000000008,2025-07,0,21,6323.2629
CMD100920,2025-12-26,C0069,Dakar,Beauté,Produit_Beauté_32,12.31,1,0.09,4.7,Mobile Money,Google Ads,3.96,livrée,11.202100000000002,4.480840000000001,-4.1791599999999995,2025-12,0,18,5118.5724
CMD100921,2025-10-10,C0401,Douala,Électronique,Produit_Électronique_16,364.99,2,0.01,5.98,Mobile Money,Email,1.38,livrée,722.6802,289.07208,281.71208,2025-10,0,2,1039.1336999999999
CMD100922,2025-07-19,C0220,Dakar,Électronique,Produit_Électronique_8,324.34,3,0.21,9.72,Carte,Instagram Ads,8.12,livrée,768.6858,307.47432000000003,289.63432,2025-07,0,14,4430.3893
CMD100923,2025-12-19,C0187,Abidjan,Mode,Produit_Mode_23,64.56,1,0.09,7.62,Virement,Instagram Ads,14.72,livrée,58.7496,23.499840000000003,1.1598400000000009,2025-12,0,14,5990.4277999999995
CMD100924,2025-11-30,C1576,Abidjan,Électronique,Produit_Électronique_40,158.45,1,0.06,7.35,Virement,Email,0.54,livrée,148.94299999999998,59.5772,51.6872,2025-11,0,1,148.94299999999998
CMD100925,2025-10-22,C0902,Kinshasa,Beauté,Produit_Beauté_13,26.06,1,0.0,8.57,Mobile Money,Google Ads,6.59,livrée,26.06,10.424,-4.736000000000001,2025-10,0,3,342.88399999999996
CMD100926,2025-12-23,C0387,Cotonou,Mode,Produit_Mode_8,64.58,3,0.08,8.62,Carte,Instagram Ads,9.4,livrée,178.2408,71.29632000000001,53.27632000000001,2025-12,0,16,3652.4399
CMD100927,2025-07-14,C0317,Kinshasa,Beauté,Produit_Beauté_1,32.26,3,0.17,8.27,Virement,Instagram Ads,14.25,livrée,80.3274,32.13096,9.610960000000002,2025-07,0,12,1530.3143
CMD100928,2025-09-26,C0227,Cotonou,Mode,Produit_Mode_2,53.37,3,0.17,5.47,Paiement à la livraison,Email,1.31,livrée,132.89129999999997,53.15651999999999,46.37651999999999,2025-09,0,18,4043.6669
CMD100929,2025-09-23,C0275,Douala,Électronique,Produit_Électronique_36,370.1,1,0.05,4.76,Virement,Google Ads,3.63,livrée,351.595,140.638,132.24800000000002,2025-09,0,14,3485.6476000000002
CMD100930,2025-11-01,C0289,Douala,Mode,Produit_Mode_38,22.87,1,0.16,5.52,Paiement à la livraison,Email,1.31,livrée,19.2108,7.68432,0.85432,2025-11,0,13,4448.1418
CMD100931,2025-12-17,C0130,Abidjan,Mode,Produit_Mode_13,40.9,2,0.14,3.36,Virement,Instagram Ads,11.4,livrée,70.348,28.139200000000002,13.379200000000003,2025-12,0,21,3079.8836
CMD100932,2025-12-26,C0108,Dakar,Électronique,Produit_Électronique_5,368.75,3,0.1,3.69,Carte,Google Ads,6.58,livrée,995.625,398.25,387.98,2025-12,0,16,5010.4933
CMD100933,2025-10-08,C1357,Abidjan,Maison,Produit_Maison_7,134.82,1,0.06,7.45,Virement,Google Ads,5.53,livrée,126.73079999999999,50.692319999999995,37.71231999999999,2025-10,0,2,135.7944
CMD100934,2025-07-05,C0332,Cotonou,Maison,Produit_Maison_33,69.13,1,0.22,6.36,Paiement à la livraison,Instagram Ads,12.25,livrée,53.9214,21.56856,2.958560000000002,2025-07,0,19,4756.3628
CMD100935,2025-12-29,C0161,Lomé,Maison,Produit_Maison_12,120.35,1,0.04,9.75,Carte,Email,1.38,livrée,115.53599999999999,46.2144,35.084399999999995,2025-12,0,18,4472.7865
CMD100936,2025-08-20,C0234,Abidjan,Électronique,Produit_Électronique_3,366.03,3,0.02,3.28,Carte,Email,0.98,livrée,1076.1281999999999,430.45128,426.19128,2025-08,0,21,5908.7398
CMD100937,2025-09-02,C0624,Brazzaville,Beauté,Produit_Beauté_48,24.62,2,0.03,6.7,Paiement à la livraison,Google Ads,7.68,livrée,47.7628,19.10512,4.72512,2025-09,0,1,47.7628
CMD100938,2025-08-10,C0350,Kinshasa,Mode,Produit_Mode_16,43.73,3,0.23,2.43,Virement,Email,0.63,livrée,101.0163,40.40652,37.34652,2025-08,0,17,5587.3927
CMD100939,2025-11-06,C0031,Lomé,Mode,Produit_Mode_2,31.45,3,0.0,8.64,Paiement à la livraison,Email,1.88,livrée,94.35,37.74,27.220000000000002,2025-11,0,17,3905.5005
CMD100940,2025-11-20,C0461,Abidjan,Mode,Produit_Mode_43,13.65,1,0.22,7.34,Paiement à la livraison,Google Ads,3.82,livrée,10.647,4.2588,-6.901199999999999,2025-11,0,2,68.5026
CMD100941,2025-08-05,C0195,Dakar,Électronique,Produit_Électronique_27,247.72,3,0.22,2.36,Mobile Money,Instagram Ads,9.84,livrée,579.6648,231.86592000000002,219.66592,2025-08,0,19,5069.3701
CMD100942,2025-08-31,C0218,Libreville,Beauté,Produit_Beauté_29,23.38,2,0.23,5.34,Virement,Instagram Ads,5.04,livrée,36.0052,14.402080000000002,4.022080000000002,2025-08,0,16,5134.568
CMD100943,2025-11-16,C0334,Libreville,Électronique,Produit_Mode_9,42.62,1,0.29,5.38,Mobile Money,Instagram Ads,9.27,livrée,30.260199999999998,12.10408,-2.5459199999999997,2025-11,0,19,3906.0717
CMD100944,2025-09-18,C1840,Abidjan,Beauté,Produit_Beauté_28,36.15,3,0.0,4.83,Mobile Money,Instagram Ads,8.01,livrée,108.44999999999999,43.379999999999995,30.54,2025-09,0,1,108.44999999999999
CMD100945,2025-08-07,C1156,Kinshasa,Mode,Produit_Mode_5,34.34,3,0.3,9.75,Virement,Influenceur,15.83,livrée,72.114,28.845600000000005,3.2656000000000045,2025-08,0,3,1536.8211999999999
CMD100946,2025-11-20,C0368,Lomé,Mode,Produit_Mode_10,88.13,1,0.08,5.02,Virement,Google Ads,3.36,livrée,81.0796,32.43184,24.051840000000002,2025-11,0,26,5570.7768
CMD100947,2025-07-08,C1802,Dakar,Électronique,Produit_Électronique_20,302.78,2,0.01,4.77,Paiement à la livraison,Email,1.07,livrée,599.5043999999999,239.80175999999997,233.96175999999997,2025-07,0,2,640.7897999999999
CMD100948,2025-10-22,C1682,Lomé,Mode,Produit_Mode_10,20.38,3,0.21,8.84,Virement,Email,0.86,livrée,48.3006,19.320240000000002,9.620240000000003,2025-10,0,1,48.3006
CMD100949,2025-08-18,C0094,Abidjan,Beauté,Produit_Beauté_39,26.81,3,0.02,9.09,Virement,Influenceur,18.29,retournée,78.8214,31.52856,4.14856,2025-08,1,17,4568.434200000001
CMD100950,2025-11-23,C1221,Dakar,Beauté,Produit_Beauté_23,19.89,2,0.15,6.87,Carte,Instagram Ads,9.23,livrée,33.813,13.525200000000002,-2.574799999999999,2025-11,0,4,1236.9787
CMD100951,2025-07-21,C0976,Dakar,Mode,Produit_Mode_46,40.97,3,0.12,8.28,Paiement à la livraison,Instagram Ads,10.91,livrée,108.1608,43.26432,24.074319999999997,2025-07,0,4,460.66729999999995
CMD100952,2025-12-14,C0198,Abidjan,Électronique,Produit_Électronique_11,339.2,3,0.05,4.34,Mobile Money,Google Ads,6.73,livrée,966.7199999999999,386.688,375.618,2025-12,0,14,2585.2632
CMD100953,2025-08-19,C0209,Dakar,Mode,Produit_Mode_18,43.6,3,0.26,9.26,Carte,Instagram Ads,6.53,livrée,96.792,38.716800000000006,22.926800000000007,2025-08,0,13,4210.9073
CMD100954,2025-10-14,C0343,Abidjan,Mode,Produit_Mode_5,41.35,3,0.28,4.04,Mobile Money,Google Ads,3.77,livrée,89.316,35.726400000000005,27.916400000000007,2025-10,0,15,4695.3871
